EmployeeID;EmploymentType;Department;Gender;AgeGroup;Education;JobRole;JobSatisfaction;Performance;WorkLifeBalance;HireDate;TerminationDate;Salary
516;Contractor;Finance;Female;40-50;Doctor;HR Specialist;High;Good;Better;16/04/2022;;115841,32
517;Contractor;Finance;Female;50-60;Bachelor;Sales Executive;Low;Excellent;Better;09/08/2022;;95682,24
518;Full-time;HR;Male;20-30;College;Finance Director;Medium;Good;Better;11/06/2022;;80098,62
519;Full-time;HR;Male;30-40;Master;Research Scientist;Low;Good;Bad;10/05/2022;;136779,69
520;Contractor;Sales;Other;20-30;College;Manager;High;Good;Bad;06/01/2022;;161274,39
521;Contractor;Research & Development;Male;50-60;Doctor;HR Specialist;High;Good;Bad;03/11/2022;;155986,6
522;Contractor;IT;Male;60+;Master;IT Analyst;Low;Good;Best;10/08/2022;;159627,25
523;Full-time;Research & Development;Male;40-50;Bachelor;Sales Executive;High;Outstanding;Best;06/06/2022;;95916,46
524;Contractor;HR;Female;60+;Doctor;IT Analyst;Low;Low;Good;15/04/2022;29/07/2023;57723,65
525;Contractor;Marketing;Male;20-30;College;Finance Director;Medium;Low;Best;02/01/2022;;81624,79
526;Contractor;Research & Development;Female;20-30;Doctor;Sales Executive;Very High;Good;Best;06/02/2022;;114570,82
527;Contractor;HR;Male;50-60;Bachelor;HR Specialist;Very High;Outstanding;Better;05/09/2022;;132568,45
528;Contractor;HR;Female;30-40;College;HR Specialist;Low;Excellent;Best;05/07/2022;;91369,49
529;Full-time;Sales;Female;Below 20;Master;Finance Director;High;Low;Best;05/10/2022;;57727,19
530;Contractor;HR;Female;20-30;Bachelor;Research Scientist;Very High;Excellent;Better;25/04/2022;;140898,83
531;Contractor;Marketing;Female;60+;College;Sales Executive;High;Outstanding;Good;08/03/2022;;137579,97
532;Contractor;HR;Female;20-30;Master;Research Scientist;Very High;Good;Good;10/08/2022;;110724,19
533;Full-time;HR;Female;20-30;Below College;Finance Director;Very High;Excellent;Best;15/11/2024;;54967,95
534;Full-time;Sales;Female;50-60;Bachelor;HR Specialist;Medium;Low;Best;15/04/2022;;118218,67
535;Full-time;Marketing;Female;30-40;Master;Manager;Medium;Good;Bad;16/10/2022;;108331,74
536;Full-time;Sales;Female;20-30;College;Research Scientist;Medium;Good;Bad;06/03/2022;;103983,88
537;Full-time;Research & Development;Male;40-50;College;Sales Executive;High;Low;Better;23/05/2022;;83678,18
538;Full-time;Finance;Male;60+;Bachelor;HR Specialist;Medium;Good;Bad;17/06/2022;;111528,18
539;Full-time;Sales;Female;40-50;Master;Manager;High;Outstanding;Good;13/07/2022;;125312,09
540;Contractor;IT;Female;50-60;College;Sales Executive;Very High;Low;Better;08/06/2022;;180237,6
541;Full-time;IT;Other;60+;Bachelor;Finance Director;Very High;Excellent;Good;12/12/2022;;181219,7
542;Full-time;Marketing;Female;30-40;Master;HR Specialist;Low;Outstanding;Better;14/04/2022;;60799,41
543;Contractor;IT;Male;40-50;College;HR Specialist;Very High;Outstanding;Bad;20/12/2022;;158214,74
544;Contractor;HR;Male;50-60;Below College;Research Scientist;Medium;Excellent;Bad;12/09/2022;;118682,31
545;Full-time;HR;Male;50-60;Doctor;Manager;High;Excellent;Good;08/06/2022;;99110,96
546;Contractor;IT;Female;50-60;Master;Manager;Very High;Good;Best;07/09/2022;;151970,63
547;Contractor;Finance;Male;20-30;Master;HR Specialist;Medium;Excellent;Better;11/07/2022;;74446,4
548;Full-time;Marketing;Female;60+;Below College;Sales Executive;High;Excellent;Better;28/07/2022;;83889,15
549;Full-time;Research & Development;Female;60+;Below College;Manager;Very High;Good;Good;28/08/2022;;85305,62
550;Contractor;Research & Development;Male;Below 20;Doctor;Sales Executive;Low;Outstanding;Better;03/01/2022;;75822,61
551;Contractor;Finance;Male;20-30;Below College;Research Scientist;High;Low;Best;18/07/2022;;99731,11
552;Contractor;Marketing;Male;50-60;Master;Manager;Very High;Outstanding;Better;02/04/2022;13/07/2024;59855,98
553;Full-time;HR;Other;60+;Bachelor;Research Scientist;High;Excellent;Bad;05/06/2022;;57012,41
554;Contractor;Marketing;Other;20-30;Below College;Manager;Medium;Excellent;Best;14/11/2022;25/12/2023;109698,06
555;Full-time;Finance;Male;60+;College;Research Scientist;Very High;Outstanding;Bad;16/04/2022;;172687,27
556;Contractor;Finance;Female;Below 20;Doctor;HR Specialist;High;Excellent;Better;13/04/2022;13/06/2024;97237,89
557;Full-time;Finance;Male;40-50;Master;IT Analyst;Low;Low;Good;24/02/2022;;112875,74
558;Full-time;Research & Development;Other;Below 20;Master;HR Specialist;Very High;Low;Better;02/11/2022;;157231,15
559;Contractor;HR;Female;30-40;Doctor;HR Specialist;Very High;Outstanding;Better;14/05/2022;12/09/2024;109099,91
560;Contractor;Marketing;Female;50-60;Below College;Research Scientist;Medium;Low;Better;14/03/2022;;93223,98
561;Contractor;IT;Female;40-50;Master;HR Specialist;Medium;Excellent;Bad;25/11/2022;;151120,38
562;Contractor;Sales;Female;60+;College;Sales Executive;Medium;Outstanding;Best;27/10/2022;;69060,88
563;Full-time;Sales;Female;30-40;Below College;Manager;Low;Low;Good;09/12/2022;;115053,05
564;Contractor;IT;Female;60+;Below College;Research Scientist;Low;Low;Good;03/04/2022;;150958,13
565;Contractor;Finance;Male;30-40;Master;Manager;High;Excellent;Best;24/04/2022;;167620,75
566;Contractor;Research & Development;Female;50-60;Bachelor;Sales Executive;High;Outstanding;Good;19/08/2022;;74070,54
567;Full-time;Research & Development;Other;60+;College;Research Scientist;Medium;Good;Best;04/10/2022;;123165,99
568;Contractor;Finance;Male;50-60;College;Finance Director;Low;Excellent;Bad;13/11/2022;;136436,23
569;Full-time;Finance;Female;40-50;Below College;Sales Executive;High;Excellent;Good;28/11/2022;;113107,64
570;Contractor;Research & Development;Female;30-40;Doctor;HR Specialist;Very High;Good;Best;22/12/2022;14/10/2024;65797,64
571;Full-time;HR;Female;50-60;Bachelor;Sales Executive;Medium;Excellent;Bad;13/11/2022;;91629,86
572;Contractor;IT;Female;50-60;Master;Research Scientist;Very High;Good;Best;18/08/2022;;113094,32
573;Contractor;IT;Male;40-50;Below College;Manager;High;Low;Better;22/09/2022;;118296,99
574;Contractor;Research & Development;Male;30-40;College;Manager;High;Low;Good;28/04/2022;;160010,08
575;Contractor;Finance;Male;Below 20;Bachelor;Sales Executive;Low;Excellent;Best;16/02/2022;;121580,32
576;Contractor;Finance;Female;Below 20;Bachelor;Finance Director;Medium;Outstanding;Good;01/10/2022;10/06/2024;63361,01
577;Contractor;Research & Development;Male;20-30;College;IT Analyst;High;Good;Best;02/11/2022;28/01/2024;103863,23
578;Contractor;Sales;Female;30-40;College;IT Analyst;Low;Good;Best;07/12/2022;;136572,14
579;Contractor;Sales;Other;Below 20;Doctor;IT Analyst;High;Low;Bad;19/03/2022;;79207,77
580;Full-time;Research & Development;Other;60+;College;IT Analyst;Low;Low;Bad;12/11/2022;;165895,06
581;Contractor;IT;Other;Below 20;Below College;IT Analyst;Medium;Excellent;Best;07/09/2022;;135906,79
582;Contractor;IT;Male;20-30;College;Finance Director;Low;Low;Bad;14/11/2022;;129304,05
583;Contractor;Sales;Female;20-30;College;Sales Executive;Low;Outstanding;Best;11/05/2022;;81520,08
584;Full-time;IT;Female;40-50;College;IT Analyst;Medium;Outstanding;Best;17/10/2022;;150549,92
585;Contractor;Sales;Female;60+;Below College;Research Scientist;Very High;Good;Good;05/12/2022;;111625,41
586;Full-time;Sales;Female;50-60;College;Sales Executive;Low;Low;Better;20/11/2024;;68912,17
587;Full-time;Finance;Female;30-40;Bachelor;HR Specialist;Medium;Good;Better;18/09/2022;;166514,36
588;Contractor;HR;Male;50-60;Doctor;Manager;Low;Low;Good;11/12/2022;;118680,71
589;Contractor;IT;Female;20-30;Doctor;Sales Executive;Low;Outstanding;Bad;10/11/2022;;78012,67
590;Full-time;IT;Female;20-30;Doctor;Manager;Very High;Low;Good;27/03/2022;;136424,9
591;Full-time;Finance;Male;40-50;Below College;Sales Executive;Very High;Good;Best;23/01/2022;;153162,48
592;Contractor;Sales;Male;40-50;Below College;Sales Executive;Very High;Outstanding;Better;05/10/2022;;62598,55
593;Full-time;Marketing;Male;60+;Master;IT Analyst;High;Low;Good;24/12/2022;;75091,93
594;Full-time;Sales;Female;Below 20;College;Finance Director;High;Low;Bad;21/05/2022;;165392,97
595;Contractor;Research & Development;Female;40-50;Bachelor;Research Scientist;Low;Good;Good;13/12/2022;;125483,82
596;Contractor;Finance;Male;40-50;Below College;Finance Director;Low;Excellent;Best;12/04/2022;;126803,51
597;Contractor;Marketing;Male;20-30;Bachelor;HR Specialist;Very High;Outstanding;Good;10/10/2022;;99672,23
598;Full-time;HR;Male;30-40;Bachelor;IT Analyst;High;Excellent;Bad;08/06/2022;18/04/2024;112156,93
599;Contractor;Finance;Male;30-40;Bachelor;Manager;Low;Excellent;Good;14/12/2022;;85349,91
600;Full-time;Marketing;Female;30-40;Doctor;Research Scientist;Low;Excellent;Best;22/07/2022;07/05/2024;101126,72
601;Contractor;Finance;Male;30-40;Bachelor;IT Analyst;Low;Good;Bad;24/06/2023;;108273,53
602;Full-time;Marketing;Male;50-60;Master;Research Scientist;Medium;Outstanding;Good;07/02/2023;;82361,38
603;Full-time;HR;Male;40-50;College;Finance Director;High;Outstanding;Better;05/03/2023;;56610,65
604;Full-time;Research & Development;Other;30-40;Master;Manager;Medium;Good;Better;21/06/2023;;96051,85
605;Contractor;Research & Development;Male;50-60;Bachelor;Sales Executive;Very High;Good;Bad;18/01/2023;;104940,87
606;Full-time;Sales;Female;60+;College;Research Scientist;Low;Excellent;Better;19/12/2023;;131174,97
607;Full-time;Sales;Male;20-30;Bachelor;Finance Director;Medium;Good;Bad;24/05/2023;;163691,95
608;Contractor;Research & Development;Male;30-40;College;Sales Executive;Medium;Outstanding;Bad;27/09/2023;;72105,64
609;Full-time;IT;Male;30-40;Master;Research Scientist;Medium;Excellent;Better;16/02/2023;;163563,41
610;Full-time;Finance;Male;50-60;College;Research Scientist;High;Outstanding;Bad;26/07/2023;;90221,56
611;Contractor;Marketing;Male;60+;College;Finance Director;Medium;Low;Good;03/05/2023;;133440,7
612;Contractor;HR;Female;40-50;Doctor;Sales Executive;Very High;Excellent;Bad;09/03/2023;;109932,07
613;Full-time;IT;Female;40-50;Bachelor;Sales Executive;High;Outstanding;Good;05/01/2023;;115758,59
614;Contractor;Research & Development;Female;Below 20;Master;HR Specialist;Medium;Excellent;Better;13/10/2024;;136238,63
615;Contractor;HR;Female;60+;Master;IT Analyst;Very High;Excellent;Best;12/07/2023;;55714,8
616;Contractor;Marketing;Female;30-40;Below College;HR Specialist;Medium;Low;Good;02/12/2023;;152474,86
617;Contractor;Sales;Female;40-50;Bachelor;Finance Director;High;Good;Best;11/11/2023;;157661,75
618;Contractor;Marketing;Female;20-30;Below College;Finance Director;High;Outstanding;Bad;10/04/2023;;109040,67
619;Full-time;Research & Development;Male;50-60;Doctor;Sales Executive;Medium;Excellent;Better;18/12/2023;;132828,48
620;Full-time;Sales;Male;Below 20;Master;IT Analyst;Low;Excellent;Best;14/01/2023;;109109,75
621;Contractor;Sales;Female;40-50;College;IT Analyst;Medium;Outstanding;Bad;25/03/2023;;114735,2
622;Full-time;Research & Development;Female;60+;Bachelor;IT Analyst;Low;Good;Bad;06/01/2023;;115094,96
623;Full-time;Finance;Female;30-40;Master;Sales Executive;Very High;Good;Better;12/06/2023;;116969,98
624;Full-time;HR;Female;Below 20;College;Finance Director;Medium;Low;Bad;13/07/2023;29/11/2024;115086
625;Full-time;Research & Development;Male;60+;Below College;IT Analyst;High;Excellent;Best;05/03/2023;;176596,43
626;Contractor;IT;Female;Below 20;College;Finance Director;Medium;Good;Better;16/07/2023;;134737,57
627;Full-time;Marketing;Male;50-60;Bachelor;Manager;Very High;Low;Better;11/02/2023;;78932,96
628;Full-time;Finance;Female;40-50;College;Sales Executive;Low;Excellent;Better;07/05/2023;;176755,93
629;Full-time;Marketing;Female;30-40;Bachelor;Finance Director;Medium;Low;Good;24/09/2023;;141190,58
630;Contractor;Finance;Female;20-30;Below College;Finance Director;High;Outstanding;Bad;11/02/2023;;77512,62
631;Full-time;Marketing;Male;40-50;Doctor;Sales Executive;Very High;Good;Better;07/07/2023;;145037,28
632;Contractor;Finance;Male;40-50;Master;IT Analyst;Low;Excellent;Bad;27/05/2023;;88285,63
633;Full-time;Finance;Male;30-40;Bachelor;IT Analyst;High;Low;Bad;09/08/2023;;114596,24
634;Full-time;HR;Male;40-50;Below College;Finance Director;Very High;Good;Best;01/08/2023;;101839,65
635;Contractor;Sales;Female;50-60;Doctor;Finance Director;Low;Low;Good;10/10/2023;;159064,47
636;Contractor;Sales;Female;50-60;Doctor;Sales Executive;High;Excellent;Better;09/11/2024;;176841,9
637;Full-time;IT;Other;30-40;Bachelor;Manager;Very High;Good;Good;28/08/2023;;169272,95
638;Contractor;Marketing;Male;60+;Doctor;Finance Director;High;Excellent;Best;13/01/2023;17/12/2024;67303,78
639;Full-time;Research & Development;Female;50-60;Master;HR Specialist;High;Low;Good;20/12/2023;;153492,56
640;Contractor;Sales;Male;Below 20;Doctor;Manager;Very High;Good;Best;08/07/2023;28/07/2024;64176,91
641;Full-time;Marketing;Other;Below 20;Below College;Sales Executive;High;Low;Best;04/11/2023;;59346,49
642;Full-time;HR;Female;60+;Master;IT Analyst;Medium;Outstanding;Better;01/06/2023;;57031,31
643;Full-time;Finance;Male;20-30;Doctor;Sales Executive;High;Outstanding;Good;27/03/2023;;106656,95
644;Full-time;Marketing;Female;Below 20;Bachelor;Finance Director;High;Low;Bad;28/11/2023;;72593,48
645;Contractor;HR;Female;50-60;College;Manager;Very High;Outstanding;Bad;19/07/2023;;111078,81
646;Full-time;IT;Female;Below 20;Below College;Manager;Low;Good;Bad;05/03/2023;;187869,87
647;Contractor;Marketing;Male;50-60;Bachelor;Research Scientist;Very High;Good;Best;13/12/2023;;126052,54
648;Contractor;Finance;Female;30-40;Below College;Finance Director;Low;Good;Better;20/07/2023;;68605,86
649;Full-time;HR;Female;60+;Bachelor;HR Specialist;Very High;Good;Bad;13/06/2023;;132043,04
650;Full-time;Sales;Male;Below 20;Master;Research Scientist;Low;Low;Better;16/09/2024;;105339,13
651;Contractor;Sales;Female;60+;Below College;Finance Director;High;Low;Bad;22/05/2023;;114990,84
652;Full-time;Marketing;Male;30-40;Doctor;Manager;Very High;Low;Best;26/08/2023;;108974,52
653;Full-time;Marketing;Female;50-60;Bachelor;Sales Executive;Very High;Outstanding;Better;24/06/2023;09/11/2024;144055,3
654;Contractor;Marketing;Male;50-60;Bachelor;Finance Director;High;Excellent;Best;25/06/2023;;124008,2
655;Contractor;IT;Male;40-50;College;IT Analyst;Medium;Outstanding;Best;17/05/2023;19/10/2024;155804,44
656;Full-time;Marketing;Male;40-50;Master;IT Analyst;Medium;Excellent;Good;22/04/2023;;61486,94
657;Contractor;Finance;Female;50-60;College;Manager;Low;Good;Good;16/01/2023;;131072,66
658;Contractor;IT;Female;40-50;Below College;Finance Director;Very High;Excellent;Bad;16/09/2024;;79452,94
659;Full-time;Finance;Male;50-60;Master;Sales Executive;High;Low;Better;19/04/2023;12/09/2024;154077,68
660;Contractor;Marketing;Female;20-30;Doctor;Manager;Very High;Good;Best;04/03/2023;;126531,73
661;Full-time;IT;Male;20-30;Below College;Manager;High;Outstanding;Bad;20/07/2023;;107941,47
662;Contractor;HR;Male;30-40;Master;Sales Executive;Low;Good;Good;15/02/2023;30/03/2024;88993,13
663;Full-time;HR;Female;40-50;Below College;Sales Executive;High;Outstanding;Better;26/10/2023;;111308,34
664;Full-time;IT;Male;50-60;Bachelor;HR Specialist;Low;Low;Best;28/07/2023;;178134,37
665;Full-time;Sales;Male;50-60;Master;IT Analyst;Medium;Good;Good;17/09/2024;;173435,29
666;Contractor;Sales;Female;20-30;Master;Finance Director;High;Excellent;Good;12/08/2023;;146878,5
667;Full-time;Sales;Other;20-30;Below College;Research Scientist;Low;Outstanding;Better;26/03/2023;;157295,13
668;Full-time;HR;Female;40-50;Doctor;HR Specialist;High;Excellent;Best;05/02/2023;;81000,96
669;Contractor;Marketing;Other;20-30;Bachelor;Finance Director;Medium;Good;Best;06/02/2023;;74215,39
670;Contractor;Research & Development;Male;20-30;Bachelor;IT Analyst;Very High;Outstanding;Better;13/02/2023;;88820,55
671;Full-time;Finance;Female;40-50;Master;IT Analyst;Very High;Excellent;Better;23/07/2023;;99683,39
672;Contractor;Research & Development;Male;20-30;Below College;Manager;Medium;Outstanding;Good;22/01/2023;;170030,97
673;Contractor;Finance;Female;60+;Doctor;Sales Executive;Very High;Good;Good;21/12/2023;;123288,52
674;Contractor;HR;Female;50-60;Doctor;HR Specialist;Medium;Good;Bad;09/09/2023;;145142,01
675;Contractor;HR;Female;60+;College;HR Specialist;Very High;Good;Best;25/08/2023;;52835,75
676;Contractor;Research & Development;Other;50-60;Bachelor;Finance Director;Medium;Outstanding;Better;04/09/2023;;186620,62
677;Full-time;Sales;Male;50-60;College;Finance Director;Medium;Good;Best;23/10/2024;;130148,45
678;Full-time;Sales;Male;20-30;Master;IT Analyst;Low;Excellent;Bad;28/07/2023;;91178,41
679;Full-time;Finance;Male;40-50;Master;IT Analyst;Low;Excellent;Better;10/06/2023;;166121,49
680;Full-time;Finance;Male;50-60;Doctor;Finance Director;Medium;Outstanding;Better;04/02/2023;;181822,15
681;Contractor;Research & Development;Female;20-30;College;HR Specialist;Very High;Outstanding;Bad;01/05/2023;;108687,27
682;Full-time;Research & Development;Male;60+;Master;HR Specialist;Low;Low;Good;23/10/2023;;148483,35
683;Full-time;Marketing;Male;60+;Doctor;Research Scientist;Very High;Outstanding;Better;03/12/2023;;118948,75
684;Full-time;Sales;Male;40-50;College;Research Scientist;Low;Good;Good;06/08/2023;;127551,32
685;Full-time;IT;Male;Below 20;College;Manager;Low;Outstanding;Better;28/01/2023;;197530,37
686;Contractor;Research & Development;Female;50-60;Below College;IT Analyst;High;Outstanding;Best;08/07/2023;;106147,41
687;Full-time;Finance;Male;50-60;Doctor;Sales Executive;Very High;Excellent;Bad;06/11/2023;;165586,7
688;Contractor;Research & Development;Male;30-40;College;Sales Executive;High;Outstanding;Better;23/02/2023;;101750,14
689;Contractor;Finance;Male;50-60;Bachelor;Finance Director;Medium;Outstanding;Bad;05/11/2023;;118664,2
690;Contractor;Sales;Male;40-50;Master;Research Scientist;Medium;Good;Good;02/12/2023;;152704,99
691;Contractor;Sales;Male;Below 20;College;HR Specialist;Low;Good;Good;28/08/2023;;102693,14
692;Full-time;Sales;Female;Below 20;College;Manager;Low;Good;Bad;21/08/2023;;178340,18
693;Contractor;HR;Male;20-30;Doctor;Sales Executive;Very High;Excellent;Better;13/01/2023;;108244,4
694;Contractor;Marketing;Male;Below 20;Master;Sales Executive;Low;Good;Good;24/12/2023;;75398,45
695;Full-time;Finance;Female;Below 20;Doctor;Finance Director;Medium;Low;Bad;24/12/2023;;129404,41
696;Contractor;Sales;Male;60+;College;IT Analyst;Low;Excellent;Better;16/12/2023;;105869,48
697;Full-time;Finance;Male;30-40;Master;Sales Executive;High;Good;Good;10/12/2023;;144218,61
698;Contractor;Marketing;Other;50-60;College;Research Scientist;High;Good;Bad;19/12/2023;;132033,76
699;Full-time;Sales;Female;40-50;Bachelor;Research Scientist;Very High;Low;Best;26/12/2023;;67839,61
700;Full-time;IT;Female;Below 20;Doctor;Research Scientist;Low;Low;Better;20/01/2023;;146840,91
701;Full-time;Sales;Male;30-40;Below College;IT Analyst;Very High;Excellent;Best;03/01/2023;;114815,89
702;Full-time;Finance;Female;Below 20;Master;HR Specialist;Low;Outstanding;Bad;17/11/2023;;83707,46
703;Contractor;Finance;Male;50-60;Master;Finance Director;Very High;Outstanding;Good;18/07/2023;;100643,55
704;Contractor;Sales;Male;20-30;College;Manager;High;Excellent;Good;08/11/2024;;178714,2
705;Full-time;Marketing;Female;30-40;Doctor;Research Scientist;Very High;Outstanding;Good;09/02/2023;;121367,24
706;Contractor;Finance;Male;20-30;Master;Research Scientist;Low;Good;Bad;26/12/2023;;150956,62
707;Contractor;IT;Female;20-30;Bachelor;HR Specialist;Very High;Excellent;Bad;23/01/2023;;184302,97
708;Full-time;Sales;Female;40-50;Bachelor;Research Scientist;Medium;Excellent;Good;11/03/2023;;104009,47
709;Full-time;IT;Male;50-60;College;Sales Executive;Medium;Excellent;Best;15/08/2023;;114366,6
710;Full-time;HR;Male;30-40;Bachelor;HR Specialist;Low;Outstanding;Best;23/07/2023;;92262,45
711;Contractor;Finance;Other;40-50;Below College;Sales Executive;Medium;Low;Bad;03/03/2023;;132432,92
712;Full-time;Sales;Female;30-40;Below College;Research Scientist;Medium;Outstanding;Good;17/07/2023;;120619,15
713;Full-time;IT;Female;50-60;Bachelor;IT Analyst;Low;Excellent;Best;10/11/2023;;76341,19
714;Contractor;IT;Male;50-60;Master;HR Specialist;Medium;Good;Good;17/04/2023;20/10/2024;178098,74
715;Full-time;HR;Male;Below 20;Below College;IT Analyst;Low;Good;Better;02/06/2023;;151033,98
716;Contractor;Research & Development;Male;Below 20;College;HR Specialist;High;Low;Good;11/02/2023;;103871,62
717;Full-time;Marketing;Female;20-30;Bachelor;Sales Executive;High;Outstanding;Best;20/03/2023;;69045,43
718;Full-time;Research & Development;Male;60+;Below College;HR Specialist;Low;Outstanding;Best;04/12/2023;;78435,49
719;Contractor;Finance;Female;20-30;College;HR Specialist;High;Outstanding;Good;12/01/2023;;89382,73
720;Contractor;IT;Male;20-30;Bachelor;Research Scientist;Very High;Outstanding;Best;28/04/2023;;172586,14
721;Contractor;Finance;Male;60+;Bachelor;Research Scientist;Medium;Excellent;Good;24/09/2023;;91036,31
722;Full-time;HR;Male;60+;Below College;IT Analyst;Very High;Outstanding;Best;18/05/2023;;119175,14
723;Full-time;Finance;Female;20-30;Bachelor;Manager;High;Good;Best;11/05/2023;;148112,89
724;Full-time;Marketing;Male;50-60;Master;Sales Executive;Medium;Low;Bad;05/12/2023;;126073,12
725;Full-time;Research & Development;Male;50-60;Bachelor;Manager;High;Outstanding;Better;11/08/2023;;79121,37
726;Full-time;IT;Male;60+;Below College;Research Scientist;High;Outstanding;Good;25/10/2023;;100863,33
727;Full-time;IT;Male;20-30;College;Sales Executive;High;Good;Better;16/01/2023;;98698,74
728;Full-time;IT;Female;30-40;Bachelor;Sales Executive;Low;Good;Better;20/03/2023;;144865,37
729;Full-time;Finance;Male;40-50;Master;IT Analyst;Very High;Low;Better;18/06/2023;;151193,42
730;Full-time;Marketing;Female;60+;Master;Sales Executive;High;Outstanding;Good;09/07/2023;;144237,6
731;Full-time;HR;Other;40-50;Master;Sales Executive;High;Good;Better;23/09/2024;;80714,76
732;Contractor;Marketing;Male;Below 20;Master;IT Analyst;Very High;Good;Better;07/03/2023;;119686,66
733;Contractor;Research & Development;Male;Below 20;Master;IT Analyst;High;Good;Better;03/11/2023;;167037,47
734;Contractor;IT;Male;50-60;Master;IT Analyst;Very High;Outstanding;Best;09/03/2023;;169725,74
735;Contractor;Research & Development;Female;30-40;College;Manager;Low;Good;Bad;21/05/2023;;138664,18
736;Full-time;Research & Development;Male;50-60;Doctor;IT Analyst;Medium;Good;Better;13/01/2023;;89951,98
737;Contractor;IT;Male;60+;Doctor;HR Specialist;Very High;Good;Best;19/01/2023;24/09/2024;81526,27
738;Full-time;Finance;Male;30-40;Below College;HR Specialist;Low;Low;Bad;08/08/2023;;124811,6
739;Full-time;Marketing;Female;30-40;Doctor;Manager;Medium;Excellent;Bad;06/04/2023;;108380,81
740;Contractor;Finance;Female;30-40;Doctor;HR Specialist;Very High;Low;Good;01/06/2023;;106499,5
741;Contractor;Sales;Male;60+;Bachelor;Sales Executive;Medium;Outstanding;Best;06/05/2023;;90465,85
742;Contractor;HR;Male;60+;Below College;HR Specialist;Low;Outstanding;Bad;20/02/2023;;130182,7
743;Contractor;Research & Development;Female;Below 20;College;Finance Director;Very High;Good;Bad;22/04/2023;;117653,76
744;Contractor;HR;Other;30-40;Bachelor;Research Scientist;Low;Excellent;Bad;01/08/2023;;96936,4
745;Full-time;Finance;Male;30-40;Master;Sales Executive;Low;Excellent;Bad;10/10/2024;;74662,56
746;Contractor;Finance;Male;50-60;Below College;Finance Director;Very High;Low;Bad;07/09/2023;;177937,49
747;Contractor;Sales;Male;20-30;Master;Research Scientist;High;Good;Best;12/10/2024;;138313,2
748;Full-time;Marketing;Other;Below 20;College;IT Analyst;Low;Outstanding;Best;27/09/2023;;60064,4
749;Contractor;HR;Male;40-50;Bachelor;IT Analyst;High;Excellent;Good;02/07/2023;;136148,03
750;Contractor;HR;Male;Below 20;Doctor;Sales Executive;Medium;Low;Better;09/07/2023;;136564,37
751;Contractor;Finance;Male;20-30;Doctor;Sales Executive;Low;Outstanding;Good;17/06/2023;;151031,87
752;Contractor;HR;Other;60+;College;IT Analyst;High;Low;Bad;05/08/2023;20/08/2024;53140,97
753;Contractor;Research & Development;Other;Below 20;Master;IT Analyst;High;Low;Best;22/12/2023;;69309,98
754;Full-time;IT;Female;30-40;Bachelor;IT Analyst;Very High;Outstanding;Better;01/03/2023;;143115,77
755;Full-time;Marketing;Male;30-40;Master;HR Specialist;Low;Outstanding;Best;11/06/2023;17/07/2024;57206,82
756;Contractor;Marketing;Female;40-50;Doctor;Finance Director;Low;Outstanding;Bad;25/01/2023;;80174,27
757;Contractor;Marketing;Male;20-30;College;Manager;Very High;Excellent;Bad;21/05/2023;;75329,25
758;Contractor;Marketing;Male;60+;Bachelor;Finance Director;Medium;Excellent;Good;08/11/2024;;86115,85
759;Contractor;HR;Male;Below 20;Master;Sales Executive;High;Outstanding;Best;06/06/2023;;136819,65
760;Contractor;Sales;Other;50-60;Master;Finance Director;Low;Excellent;Good;26/08/2023;;93757,8
761;Full-time;Research & Development;Male;Below 20;Master;IT Analyst;Medium;Good;Good;23/09/2023;;194541,38
762;Contractor;Research & Development;Female;50-60;Doctor;Sales Executive;High;Good;Better;26/07/2023;;110092,74
763;Full-time;Research & Development;Male;60+;Master;Manager;Low;Good;Good;26/03/2023;;114045,62
764;Full-time;Sales;Other;Below 20;Doctor;Research Scientist;Medium;Excellent;Good;15/12/2023;;103267,43
765;Full-time;HR;Male;40-50;Below College;IT Analyst;Low;Low;Bad;06/06/2023;;88066,01
766;Contractor;IT;Female;Below 20;Master;Research Scientist;Low;Excellent;Bad;07/10/2023;;150037,05
767;Full-time;Research & Development;Male;20-30;Master;HR Specialist;Low;Good;Good;23/04/2023;;178962,69
768;Full-time;Finance;Male;40-50;Bachelor;Finance Director;Medium;Good;Good;14/08/2023;;66432,49
769;Contractor;HR;Male;60+;Master;Research Scientist;High;Excellent;Bad;08/03/2023;;129313,39
770;Full-time;Sales;Female;60+;College;HR Specialist;Medium;Low;Good;17/04/2023;;79289,93
771;Contractor;IT;Other;50-60;Bachelor;Manager;Medium;Good;Good;17/03/2023;;86599,91
772;Full-time;IT;Female;Below 20;Below College;IT Analyst;Medium;Excellent;Good;24/12/2023;;199154,25
773;Full-time;HR;Female;40-50;Bachelor;Sales Executive;Very High;Excellent;Good;20/03/2023;;132503,52
774;Full-time;Marketing;Female;20-30;Below College;HR Specialist;Low;Excellent;Good;23/02/2023;;101741,15
775;Contractor;Marketing;Female;30-40;Bachelor;Finance Director;Low;Excellent;Better;02/02/2023;;115437,8
776;Contractor;Sales;Male;30-40;Master;Finance Director;Medium;Outstanding;Better;07/11/2024;;107665,43
777;Full-time;Finance;Male;Below 20;Below College;Research Scientist;Low;Low;Better;26/05/2023;18/12/2024;106325,44
778;Full-time;Finance;Female;40-50;Master;HR Specialist;Low;Good;Bad;05/07/2023;;144574,15
